permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251113770,2025-11-26,ELECTRICAL,Electrical Project,ELECTRICAL at 4517 Franklin Pike,4517 Franklin Pike,Nashville,37209,Smith Development LLC,Nashville Builders LLC,N/A,18996,APPROVED,21
NSH251113771,2025-11-02,ADDITION,Addition Project,ADDITION at 7179 Dickerson Pike,7179 Dickerson Pike,Nashville,37212,Davis Investments,Green Hills Builders,N/A,208709,APPROVED,6
NSH251113772,2025-11-10,ELECTRICAL,Electrical Project,ELECTRICAL at 5886 Woodland St,5886 Woodland St,Nashville,37211,Miller Construction,Music City Construction,(615) 217-5093,8381,ISSUED,21
NSH251113773,2025-11-24,RESIDENTIAL,Residential Project,RESIDENTIAL at 9943 Broadway,9943 Broadway,Nashville,37211,Martinez LLC,Franklin Construction,N/A,18885,APPROVED,4
NSH251113774,2025-11-06,ALTERATION,Alteration Project,ALTERATION at 6349 Church St,6349 Church St,Nashville,37204,Thomas Enterprises,Brentwood Builders Inc,(615) 928-3260,26023,APPROVED,33
NSH251113775,2025-11-28,ALTERATION,Alteration Project,ALTERATION at 4984 West End Ave,4984 West End Ave,Nashville,37203,Anderson Group,Nashville Builders LLC,N/A,9941,APPROVED,35
NSH251113776,2025-11-20,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1783 Church St,1783 Church St,Nashville,37209,Smith Development LLC,Franklin Construction,(615) 259-1171,765431,ISSUED,7
NSH251113777,2025-11-18,ELECTRICAL,Electrical Project,ELECTRICAL at 2665 Church St,2665 Church St,Nashville,37205,Johnson Properties,N/A,(615) 366-1107,20467,FINAL,4
NSH251113778,2025-11-20,MECHANICAL,Mechanical Project,MECHANICAL at 1254 Lebanon Pike,1254 Lebanon Pike,Nashville,37205,Anderson Group,Nashville Builders LLC,(615) 998-2012,89905,FINAL,34
NSH251113779,2025-11-08,REMODEL,Remodel Project,REMODEL at 8040 West End Ave,8040 West End Ave,Nashville,37201,Smith Development LLC,Green Hills Builders,N/A,433376,PENDING,6
NSH251113780,2025-11-02,ADDITION,Addition Project,ADDITION at 4140 Murfreesboro Pike,4140 Murfreesboro Pike,Nashville,37204,Anderson Group,Green Hills Builders,(615) 562-7654,374287,ISSUED,35
NSH251113781,2025-11-16,REPAIR,Repair Project,REPAIR at 2252 Church St,2252 Church St,Nashville,37215,Martinez LLC,Cumberland Construction Co,(615) 948-2198,18740,PENDING,4
NSH251113782,2025-11-21,REMODEL,Remodel Project,REMODEL at 7212 Hillsboro Pike,7212 Hillsboro Pike,Nashville,37212,Anderson Group,Green Hills Builders,N/A,269887,APPROVED,6
NSH251113783,2025-11-02,MECHANICAL,Mechanical Project,MECHANICAL at 7344 Church St,7344 Church St,Nashville,37206,Thomas Enterprises,Cumberland Construction Co,N/A,32149,PENDING,6
NSH251113784,2025-11-10,ROOFING,Roofing Project,ROOFING at 573 Church St,573 Church St,Nashville,37203,Martinez LLC,Music City Construction,(615) 915-7996,79752,PENDING,3
NSH251113785,2025-11-04,COMMERCIAL,Commercial Project,COMMERCIAL at 4984 Woodland St,4984 Woodland St,Nashville,37209,Smith Development LLC,Brentwood Builders Inc,N/A,487983,PENDING,1
NSH251113786,2025-11-25,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9654 21st Ave,9654 21st Ave,Nashville,37201,Davis Investments,East Nashville Construction,(615) 421-3057,1578687,APPROVED,21
NSH251113787,2025-11-07,ROOFING,Roofing Project,ROOFING at 528 Church St,528 Church St,Nashville,37211,Wilson Properties,Nashville Builders LLC,(615) 516-4255,98343,ISSUED,35
NSH251113788,2025-11-07,REMODEL,Remodel Project,REMODEL at 3037 Franklin Pike,3037 Franklin Pike,Nashville,37215,Brown Holdings,N/A,N/A,238664,ISSUED,3
NSH251113789,2025-11-01,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8029 Broadway,8029 Broadway,Nashville,37204,Miller Construction,N/A,N/A,1729223,FINAL,3
NSH251113790,2025-11-05,REMODEL,Remodel Project,REMODEL at 8443 Charlotte Ave,8443 Charlotte Ave,Nashville,37209,Johnson Properties,Franklin Construction,N/A,153085,APPROVED,35
NSH251113791,2025-11-19,ROOFING,Roofing Project,ROOFING at 1263 Dickerson Pike,1263 Dickerson Pike,Nashville,37201,Brown Holdings,Tennessee Premier Builders,(615) 802-3106,37885,FINAL,33
NSH251013792,2025-10-29,COMMERCIAL,Commercial Project,COMMERCIAL at 2712 Hillsboro Pike,2712 Hillsboro Pike,Nashville,37206,Wilson Properties,N/A,(615) 791-5205,649185,PENDING,2
NSH251113793,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 781 Hillsboro Pike,781 Hillsboro Pike,Nashville,37208,Williams Ventures,Nashville Builders LLC,N/A,23292,ISSUED,22
NSH251113794,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 4886 Broadway,4886 Broadway,Nashville,37201,Davis Investments,Franklin Construction,(615) 442-7471,69242,PENDING,4
NSH251113795,2025-11-18,RESIDENTIAL,Residential Project,RESIDENTIAL at 1810 Woodland St,1810 Woodland St,Nashville,37208,Davis Investments,Green Hills Builders,(615) 444-1153,42291,ISSUED,5
NSH251013796,2025-10-31,ALTERATION,Alteration Project,ALTERATION at 228 Lebanon Pike,228 Lebanon Pike,Nashville,37212,Johnson Properties,Music City Construction,(615) 732-7756,71808,PENDING,21
NSH251113797,2025-11-15,RESIDENTIAL,Residential Project,RESIDENTIAL at 5242 Dickerson Pike,5242 Dickerson Pike,Nashville,37208,Johnson Properties,Tennessee Premier Builders,(615) 786-4542,27832,APPROVED,19
NSH251113798,2025-11-14,ROOFING,Roofing Project,ROOFING at 6164 Hillsboro Pike,6164 Hillsboro Pike,Nashville,37211,Williams Ventures,Nashville Builders LLC,N/A,12011,APPROVED,34
NSH251013799,2025-10-29,DEMOLITION,Demolition Project,DEMOLITION at 6976 Dickerson Pike,6976 Dickerson Pike,Nashville,37203,Martinez LLC,Green Hills Builders,N/A,22717,FINAL,34
NSH251113800,2025-11-16,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8174 Broadway,8174 Broadway,Nashville,37212,Martinez LLC,Nashville Home Improvement,N/A,452525,PENDING,21
NSH251113801,2025-11-13,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8712 Nolensville Pike,8712 Nolensville Pike,Nashville,37209,Martinez LLC,Brentwood Builders Inc,(615) 272-9391,1953080,PENDING,33
NSH251113802,2025-11-25,PLUMBING,Plumbing Project,PLUMBING at 2771 Charlotte Ave,2771 Charlotte Ave,Nashville,37211,Brown Holdings,Franklin Construction,N/A,23631,FINAL,6
NSH251113803,2025-11-14,ADDITION,Addition Project,ADDITION at 2492 Lebanon Pike,2492 Lebanon Pike,Nashville,37205,Smith Development LLC,Music City Construction,(615) 531-1391,465509,APPROVED,1
NSH251113804,2025-11-20,REPAIR,Repair Project,REPAIR at 9979 21st Ave,9979 21st Ave,Nashville,37204,Williams Ventures,Green Hills Builders,N/A,42990,PENDING,20
NSH251113805,2025-11-17,ELECTRICAL,Electrical Project,ELECTRICAL at 8591 Hillsboro Pike,8591 Hillsboro Pike,Nashville,37208,Wilson Properties,Cumberland Construction Co,N/A,90856,PENDING,1
NSH251113806,2025-11-07,ADDITION,Addition Project,ADDITION at 7065 West End Ave,7065 West End Ave,Nashville,37212,Smith Development LLC,Volunteer State Contractors,(615) 464-3402,182089,PENDING,35
NSH251113807,2025-11-12,PLUMBING,Plumbing Project,PLUMBING at 5473 Lebanon Pike,5473 Lebanon Pike,Nashville,37206,Miller Construction,East Nashville Construction,(615) 937-8515,32968,APPROVED,2
NSH251113808,2025-11-21,PLUMBING,Plumbing Project,PLUMBING at 9835 Franklin Pike,9835 Franklin Pike,Nashville,37212,Miller Construction,Cumberland Construction Co,N/A,39561,FINAL,4
NSH251113809,2025-11-06,PLUMBING,Plumbing Project,PLUMBING at 5891 Church St,5891 Church St,Nashville,37209,Thomas Enterprises,N/A,N/A,76925,APPROVED,4
NSH251113810,2025-11-22,PLUMBING,Plumbing Project,PLUMBING at 1190 West End Ave,1190 West End Ave,Nashville,37208,Johnson Properties,Cumberland Construction Co,N/A,34902,FINAL,33
NSH251013811,2025-10-30,REPAIR,Repair Project,REPAIR at 1152 Church St,1152 Church St,Nashville,37201,Davis Investments,N/A,(615) 385-8312,60527,PENDING,6
NSH251113812,2025-11-10,REPAIR,Repair Project,REPAIR at 7465 Dickerson Pike,7465 Dickerson Pike,Nashville,37206,Johnson Properties,Brentwood Builders Inc,N/A,29404,ISSUED,4
NSH251113813,2025-11-07,DEMOLITION,Demolition Project,DEMOLITION at 3257 Hillsboro Pike,3257 Hillsboro Pike,Nashville,37205,Williams Ventures,Green Hills Builders,(615) 854-1115,71677,APPROVED,22
NSH251113814,2025-11-05,ALTERATION,Alteration Project,ALTERATION at 4400 Lebanon Pike,4400 Lebanon Pike,Nashville,37208,Anderson Group,N/A,(615) 398-1747,21475,FINAL,4
NSH251113815,2025-11-16,ROOFING,Roofing Project,ROOFING at 1031 Dickerson Pike,1031 Dickerson Pike,Nashville,37212,Miller Construction,N/A,(615) 643-7184,90666,ISSUED,22
NSH251113816,2025-11-15,RESIDENTIAL,Residential Project,RESIDENTIAL at 4872 Nolensville Pike,4872 Nolensville Pike,Nashville,37206,Wilson Properties,East Nashville Construction,(615) 802-6797,86195,ISSUED,6
NSH251113817,2025-11-11,REPAIR,Repair Project,REPAIR at 9910 Broadway,9910 Broadway,Nashville,37211,Johnson Properties,Franklin Construction,(615) 383-5188,29389,ISSUED,6
NSH251113818,2025-11-24,ADDITION,Addition Project,ADDITION at 6594 Church St,6594 Church St,Nashville,37211,Williams Ventures,Tennessee Premier Builders,(615) 784-8537,262253,FINAL,34
NSH251113819,2025-11-19,REPAIR,Repair Project,REPAIR at 5808 Lebanon Pike,5808 Lebanon Pike,Nashville,37211,Williams Ventures,Franklin Construction,(615) 349-7097,92892,APPROVED,3
NSH251113820,2025-11-07,RESIDENTIAL,Residential Project,RESIDENTIAL at 7734 Charlotte Ave,7734 Charlotte Ave,Nashville,37205,Davis Investments,Green Hills Builders,N/A,67061,PENDING,35
NSH251113821,2025-11-24,REPAIR,Repair Project,REPAIR at 2764 Franklin Pike,2764 Franklin Pike,Nashville,37212,Thomas Enterprises,Brentwood Builders Inc,N/A,24253,FINAL,35
NSH251113822,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 3645 21st Ave,3645 21st Ave,Nashville,37208,Thomas Enterprises,Cumberland Construction Co,(615) 712-1089,73421,FINAL,20
NSH251113823,2025-11-06,RESIDENTIAL,Residential Project,RESIDENTIAL at 5289 Franklin Pike,5289 Franklin Pike,Nashville,37206,Brown Holdings,Nashville Builders LLC,(615) 497-9623,40790,APPROVED,1
NSH251113824,2025-11-18,RESIDENTIAL,Residential Project,RESIDENTIAL at 1547 West End Ave,1547 West End Ave,Nashville,37209,Smith Development LLC,Nashville Builders LLC,N/A,86611,APPROVED,19
NSH251113825,2025-11-15,MECHANICAL,Mechanical Project,MECHANICAL at 6119 Woodland St,6119 Woodland St,Nashville,37215,Smith Development LLC,Tennessee Premier Builders,(615) 401-1210,7485,APPROVED,7
NSH251113826,2025-11-19,MECHANICAL,Mechanical Project,MECHANICAL at 5897 Dickerson Pike,5897 Dickerson Pike,Nashville,37206,Anderson Group,Brentwood Builders Inc,N/A,26517,FINAL,33
NSH251113827,2025-11-05,MECHANICAL,Mechanical Project,MECHANICAL at 5326 Lebanon Pike,5326 Lebanon Pike,Nashville,37208,Williams Ventures,Tennessee Premier Builders,(615) 564-5862,16624,APPROVED,4
NSH251113828,2025-11-03,ROOFING,Roofing Project,ROOFING at 8685 West End Ave,8685 West End Ave,Nashville,37205,Brown Holdings,Nashville Builders LLC,N/A,25630,PENDING,3
NSH251113829,2025-11-03,REPAIR,Repair Project,REPAIR at 1388 21st Ave,1388 21st Ave,Nashville,37204,Brown Holdings,N/A,(615) 723-7761,86705,ISSUED,20
NSH251113830,2025-11-03,ADDITION,Addition Project,ADDITION at 9177 Nolensville Pike,9177 Nolensville Pike,Nashville,37211,Smith Development LLC,Cumberland Construction Co,N/A,141019,APPROVED,7
NSH251113831,2025-11-24,PLUMBING,Plumbing Project,PLUMBING at 7126 Hillsboro Pike,7126 Hillsboro Pike,Nashville,37215,Smith Development LLC,Nashville Home Improvement,(615) 813-4806,50044,PENDING,2
NSH251113832,2025-11-08,ADDITION,Addition Project,ADDITION at 2556 Church St,2556 Church St,Nashville,37205,Smith Development LLC,Cumberland Construction Co,N/A,108845,ISSUED,6
NSH251113833,2025-11-14,MECHANICAL,Mechanical Project,MECHANICAL at 148 21st Ave,148 21st Ave,Nashville,37211,Thomas Enterprises,East Nashville Construction,(615) 400-9048,20330,FINAL,19
NSH251113834,2025-11-16,ALTERATION,Alteration Project,ALTERATION at 7843 Dickerson Pike,7843 Dickerson Pike,Nashville,37211,Williams Ventures,Green Hills Builders,N/A,59812,APPROVED,33
NSH251113835,2025-11-10,COMMERCIAL,Commercial Project,COMMERCIAL at 6989 Nolensville Pike,6989 Nolensville Pike,Nashville,37204,Johnson Properties,N/A,(615) 225-9142,1818142,APPROVED,22
NSH251113836,2025-11-22,ELECTRICAL,Electrical Project,ELECTRICAL at 3021 Charlotte Ave,3021 Charlotte Ave,Nashville,37206,Wilson Properties,Green Hills Builders,N/A,99480,APPROVED,22
NSH251113837,2025-11-14,DEMOLITION,Demolition Project,DEMOLITION at 9731 Woodland St,9731 Woodland St,Nashville,37203,Davis Investments,Volunteer State Contractors,(615) 611-8122,82517,APPROVED,20
NSH251113838,2025-11-04,REPAIR,Repair Project,REPAIR at 7897 Church St,7897 Church St,Nashville,37204,Wilson Properties,Volunteer State Contractors,N/A,10848,PENDING,1
NSH251113839,2025-11-23,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4567 Broadway,4567 Broadway,Nashville,37201,Anderson Group,Music City Construction,N/A,448700,APPROVED,33
NSH251013840,2025-10-29,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 4343 21st Ave,4343 21st Ave,Nashville,37211,Williams Ventures,Franklin Construction,(615) 519-6107,919826,ISSUED,33
NSH251113841,2025-11-03,REPAIR,Repair Project,REPAIR at 9379 Hillsboro Pike,9379 Hillsboro Pike,Nashville,37206,Johnson Properties,East Nashville Construction,(615) 962-7517,9741,FINAL,2
NSH251013842,2025-10-30,MECHANICAL,Mechanical Project,MECHANICAL at 9714 Nolensville Pike,9714 Nolensville Pike,Nashville,37208,Wilson Properties,Brentwood Builders Inc,(615) 674-4575,43598,PENDING,5
NSH251013843,2025-10-30,ELECTRICAL,Electrical Project,ELECTRICAL at 8454 Charlotte Ave,8454 Charlotte Ave,Nashville,37211,Williams Ventures,N/A,N/A,30178,APPROVED,4
NSH251113844,2025-11-12,ROOFING,Roofing Project,ROOFING at 2510 Woodland St,2510 Woodland St,Nashville,37215,Martinez LLC,East Nashville Construction,(615) 899-2804,44536,APPROVED,1
NSH251113845,2025-11-18,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3840 21st Ave,3840 21st Ave,Nashville,37209,Davis Investments,Volunteer State Contractors,N/A,892714,ISSUED,1
NSH251013846,2025-10-29,ALTERATION,Alteration Project,ALTERATION at 6328 Church St,6328 Church St,Nashville,37204,Brown Holdings,East Nashville Construction,N/A,13490,PENDING,22
NSH251113847,2025-11-27,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6396 Lebanon Pike,6396 Lebanon Pike,Nashville,37206,Brown Holdings,Nashville Builders LLC,(615) 927-7038,253179,ISSUED,1
NSH251113848,2025-11-06,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3283 Franklin Pike,3283 Franklin Pike,Nashville,37208,Miller Construction,Nashville Home Improvement,N/A,1092455,ISSUED,1
NSH251113849,2025-11-16,PLUMBING,Plumbing Project,PLUMBING at 9603 Church St,9603 Church St,Nashville,37215,Williams Ventures,Volunteer State Contractors,(615) 933-7931,79602,APPROVED,34
NSH251113850,2025-11-16,DEMOLITION,Demolition Project,DEMOLITION at 9838 Dickerson Pike,9838 Dickerson Pike,Nashville,37212,Wilson Properties,N/A,N/A,60332,PENDING,34
NSH251113851,2025-11-12,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 1003 Broadway,1003 Broadway,Nashville,37204,Davis Investments,N/A,N/A,254536,PENDING,2
NSH251113852,2025-11-21,REPAIR,Repair Project,REPAIR at 5331 West End Ave,5331 West End Ave,Nashville,37208,Anderson Group,Cumberland Construction Co,N/A,13719,APPROVED,4
NSH251013853,2025-10-30,ADDITION,Addition Project,ADDITION at 5815 21st Ave,5815 21st Ave,Nashville,37211,Thomas Enterprises,Franklin Construction,(615) 674-9884,139713,FINAL,34
NSH251113854,2025-11-11,MECHANICAL,Mechanical Project,MECHANICAL at 673 West End Ave,673 West End Ave,Nashville,37204,Johnson Properties,Nashville Home Improvement,(615) 302-9386,86310,FINAL,35
NSH251113855,2025-11-13,COMMERCIAL,Commercial Project,COMMERCIAL at 4329 Nolensville Pike,4329 Nolensville Pike,Nashville,37215,Davis Investments,Nashville Home Improvement,(615) 940-2050,1635744,ISSUED,4
NSH251113856,2025-11-18,REMODEL,Remodel Project,REMODEL at 5713 Franklin Pike,5713 Franklin Pike,Nashville,37206,Miller Construction,Franklin Construction,(615) 428-1516,132719,APPROVED,34
NSH251013857,2025-10-29,MECHANICAL,Mechanical Project,MECHANICAL at 7436 Dickerson Pike,7436 Dickerson Pike,Nashville,37212,Johnson Properties,Cumberland Construction Co,N/A,96225,FINAL,2
NSH251113858,2025-11-14,ALTERATION,Alteration Project,ALTERATION at 6218 Woodland St,6218 Woodland St,Nashville,37211,Martinez LLC,Nashville Builders LLC,(615) 517-7543,31164,ISSUED,5
NSH251113859,2025-11-15,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 134 Dickerson Pike,134 Dickerson Pike,Nashville,37201,Thomas Enterprises,N/A,(615) 965-7365,305874,APPROVED,19
NSH251113860,2025-11-25,PLUMBING,Plumbing Project,PLUMBING at 186 Lebanon Pike,186 Lebanon Pike,Nashville,37204,Thomas Enterprises,Music City Construction,(615) 344-6370,22541,PENDING,4
NSH251113861,2025-11-25,ELECTRICAL,Electrical Project,ELECTRICAL at 7471 Woodland St,7471 Woodland St,Nashville,37215,Williams Ventures,N/A,(615) 379-7360,9738,PENDING,34
NSH251113862,2025-11-25,DEMOLITION,Demolition Project,DEMOLITION at 7005 West End Ave,7005 West End Ave,Nashville,37204,Wilson Properties,Green Hills Builders,(615) 599-1251,47045,APPROVED,22
NSH251113863,2025-11-07,REPAIR,Repair Project,REPAIR at 5486 21st Ave,5486 21st Ave,Nashville,37208,Thomas Enterprises,Nashville Home Improvement,(615) 924-6221,24017,FINAL,20
NSH251113864,2025-11-27,MECHANICAL,Mechanical Project,MECHANICAL at 9699 Broadway,9699 Broadway,Nashville,37206,Martinez LLC,N/A,N/A,63119,FINAL,7
NSH251113865,2025-11-13,ROOFING,Roofing Project,ROOFING at 1429 21st Ave,1429 21st Ave,Nashville,37206,Smith Development LLC,Cumberland Construction Co,(615) 301-3411,91497,ISSUED,1
NSH251113866,2025-11-12,COMMERCIAL,Commercial Project,COMMERCIAL at 6944 Hillsboro Pike,6944 Hillsboro Pike,Nashville,37211,Williams Ventures,Tennessee Premier Builders,(615) 771-2132,1645253,APPROVED,34
NSH251113867,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 567 Murfreesboro Pike,567 Murfreesboro Pike,Nashville,37205,Brown Holdings,East Nashville Construction,N/A,24919,ISSUED,1
NSH251113868,2025-11-12,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 3058 Broadway,3058 Broadway,Nashville,37211,Williams Ventures,Green Hills Builders,N/A,670938,PENDING,19
NSH251113869,2025-11-19,REPAIR,Repair Project,REPAIR at 2652 Charlotte Ave,2652 Charlotte Ave,Nashville,37204,Miller Construction,Nashville Home Improvement,(615) 801-3712,86787,APPROVED,2
NSH251013870,2025-10-30,DEMOLITION,Demolition Project,DEMOLITION at 5641 Franklin Pike,5641 Franklin Pike,Nashville,37211,Smith Development LLC,Volunteer State Contractors,(615) 281-1737,49958,APPROVED,19
NSH251013871,2025-10-30,RESIDENTIAL,Residential Project,RESIDENTIAL at 7735 Dickerson Pike,7735 Dickerson Pike,Nashville,37206,Brown Holdings,Cumberland Construction Co,N/A,87264,ISSUED,2
NSH251113872,2025-11-06,DEMOLITION,Demolition Project,DEMOLITION at 8694 Lebanon Pike,8694 Lebanon Pike,Nashville,37212,Anderson Group,Franklin Construction,(615) 947-4870,57500,FINAL,5
NSH251013873,2025-10-30,REPAIR,Repair Project,REPAIR at 2238 Franklin Pike,2238 Franklin Pike,Nashville,37215,Smith Development LLC,Nashville Builders LLC,N/A,30296,ISSUED,7
NSH251113874,2025-11-28,RESIDENTIAL,Residential Project,RESIDENTIAL at 6252 West End Ave,6252 West End Ave,Nashville,37204,Johnson Properties,Volunteer State Contractors,N/A,11168,FINAL,2
NSH251113875,2025-11-24,RESIDENTIAL,Residential Project,RESIDENTIAL at 9449 Franklin Pike,9449 Franklin Pike,Nashville,37215,Williams Ventures,Franklin Construction,(615) 960-9435,43074,ISSUED,7
NSH251113876,2025-11-28,PLUMBING,Plumbing Project,PLUMBING at 7722 Hillsboro Pike,7722 Hillsboro Pike,Nashville,37204,Williams Ventures,Brentwood Builders Inc,(615) 375-5536,28758,FINAL,35
