permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-093150 MP,2025-10-30,N/A,"ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)","ePlan: Residential Expedited Review - SITE PLAN APPROVED: PHASE A - Greystar Plan A577 
New 2 story SFR with 4 Bedrooms 3.5 Bath and an attached 2 car garage.

FOR RECORD SET SEE: 8002 PONCHO PASS 2025-070719 PR (INCLUDES 23 ADDRESSES.)",8004 PONCHO PASS,Austin,N/A,N/A,N/A,5128989665,0,N/A,8
2025-118165 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 2037,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-138377 EP,2025-10-30,N/A,Electrical connection from house to new backyard shed as an office space via sub panel. The office will consist of electrical outlets and lights Shed is 192 square feet,Electrical connection from house to new backyard shed as an office space via sub panel. The office will consist of electrical outlets and lights Shed is 192 square feet,8505 FENTON DR,Austin,N/A,N/A,N/A,5128086138,0,N/A,8
2025-136991 EP,2025-10-30,N/A,"Temp11 - Temporary Power pole for the construction of 2 apartment building consisting of 24 units
Ref 2024-017887 BP","Temp11 - Temporary Power pole for the construction of 2 apartment building consisting of 24 units
Ref 2024-017887 BP",11216 1/2 CAMERON RD UNIT TEMP11,Austin,N/A,N/A,N/A,5128975513,100.0,N/A,1
2025-104170 EP,2025-10-30,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4bath] with Attached Garage,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 4bath] with Attached Garage,2703 OAK PARK DR,Austin,N/A,N/A,N/A,5128392478,0,N/A,5
2025-139212 BP,2025-10-30,N/A,express - foundation repair,express - foundation repair,2607 BAXTER DR,Austin,N/A,N/A,N/A,5128326161,0,N/A,5
2025-138543 BP,2025-10-30,N/A,Retro-Fit New TPO Roof system over existing roof. See system letter.,Retro-Fit New TPO Roof system over existing roof. See system letter.,5900 W SLAUGHTER LN BLDG C,Austin,N/A,N/A,N/A,7139917750,0,N/A,8
2025-109425 BP,2025-10-30,N/A,Total demo of 447 SqFt garage circa 1940,Total demo of 447 SqFt garage circa 1940,2001 KENWOOD AVE,Austin,N/A,N/A,N/A,5124534646,447.0,N/A,9
2025-137524 EP,2025-10-30,N/A,22kW whole home generator (Natural Gas) connected to house meter and main panel. Upgrading existing meter can and panel to 200amps (approved ESPA attached to permit). Austin Energy disconnect required. (Frank Bishop),22kW whole home generator (Natural Gas) connected to house meter and main panel. Upgrading existing meter can and panel to 200amps (approved ESPA attached to permit). Austin Energy disconnect required. (Frank Bishop),3803 PALOMAR LN,Austin,N/A,N/A,N/A,5122014108,0,N/A,7
2025-138062 BP,2025-10-30,N/A,Removal of 60 gallon tank type water heater and install a navien tankless condensing unit.,Removal of 60 gallon tank type water heater and install a navien tankless condensing unit.,5242 N LAMAR BLVD,Austin,N/A,N/A,N/A,9724242929,0,N/A,7
2025-138608 PP,2025-10-30,N/A,Repair to broken sewer line under home  approx 15ft in via tunnel,Repair to broken sewer line under home  approx 15ft in via tunnel,1703 WOODLAND AVE UNIT B,Austin,N/A,N/A,N/A,512,0,N/A,9
2025-083069 BP,2025-10-30,N/A,"Addition and Remodel

Interior remodel of the kitchen living room family room and primary bedroom and bathroom. New Finishes in Bathrooms 1 & 2. Misc demo of exterior finishes for a few new windows. Plumbing Mechanical and Electrical layout changes.","Addition and Remodel

Interior remodel of the kitchen living room family room and primary bedroom and bathroom. New Finishes in Bathrooms 1 & 2. Misc demo of exterior finishes for a few new windows. Plumbing Mechanical and Electrical layout changes.",4208 BAMFORD DR,Austin,N/A,N/A,N/A,5126561130,0,N/A,10
2025-137735 PP,2025-10-30,N/A,generator gas line ran along the side of home,generator gas line ran along the side of home,1510 WESTOVER RD,Austin,N/A,N/A,N/A,5126631145,0,N/A,10
2025-133926 MP,2025-10-30,N/A,Install new sheetrock electrical HVAC windows doors and flooring due to fire.,Install new sheetrock electrical HVAC windows doors and flooring due to fire.,1905 WILLOW CREEK DR UNIT 108,Austin,N/A,N/A,N/A,5129998021,0,N/A,3
2025-128764 PP,2025-10-30,N/A,"ePlan: Residential Expedited Review - New duplex  comprising of unit 1 (primary unit) & unit 2 (smaller second floor garage apartment).  
Unit A: 2-stories 5 bed 5.5 bath.","ePlan: Residential Expedited Review - New duplex  comprising of unit 1 (primary unit) & unit 2 (smaller second floor garage apartment).  
Unit A: 2-stories 5 bed 5.5 bath.",2100 MOUNTAIN VIEW RD UNIT A,Austin,N/A,N/A,N/A,5123347315,0,N/A,10
2025-139269 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,4502 PLACID PL,Austin,N/A,N/A,N/A,5122800011,0,N/A,7
2025-139880 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,4017 IDALIA DR,Austin,N/A,N/A,N/A,5122800011,0,N/A,8
2025-137161 PP,2025-10-30,N/A,Relocate gas meter due to electrical service upgrade gas test needed,Relocate gas meter due to electrical service upgrade gas test needed,508 E 49TH ST,Austin,N/A,N/A,N/A,5128261828,0,N/A,9
2025-139117 BP,2025-10-30,N/A,new construction - new 1 story single family residence with 3 bedrooms 2.5 bathrooms attached garage covered entry and porch,new construction - new 1 story single family residence with 3 bedrooms 2.5 bathrooms attached garage covered entry and porch,8925 BREEZE HILL DR,Austin,N/A,N/A,N/A,5123288866,0,N/A,2
2025-118163 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 2035,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-137671 BP,2025-10-30,N/A,"Upgrade AT&T cell phone equipment on an existing tower

2025 115552 DA - Approved","Upgrade AT&T cell phone equipment on an existing tower

2025 115552 DA - Approved",618 1/2 TILLERY ST,Austin,N/A,N/A,N/A,3055105412,0,N/A,3
2025-140241 MP,2025-10-30,N/A,"Replacement of complete existing central heat and air system with or without duct work Replaced 3 Ton A/C gas with 3 ton heat pump.
Replace duct work","Replacement of complete existing central heat and air system with or without duct work Replaced 3 Ton A/C gas with 3 ton heat pump.
Replace duct work",11901 CHARING CROSS RD,Austin,N/A,N/A,N/A,512,0,N/A,10
2025-121056 PP,2025-10-30,N/A,New 2-story 4 bedroom 3.5 bathroom dwelling unit with trellis.,New 2-story 4 bedroom 3.5 bathroom dwelling unit with trellis.,2101 PAYNE AVE BLDG 1,Austin,N/A,N/A,N/A,5126760870,0,N/A,7
2025-131209 MP,2025-10-30,N/A,"Adding 202 Sq ft to existing ADU
Revision for adding Mini-Split","Adding 202 Sq ft to existing ADU
Revision for adding Mini-Split",11601 BARCHETTA DR,Austin,N/A,N/A,N/A,5127629665,202.0,N/A,7
2025-100143 EP,2025-10-30,N/A,Front lit Channel letters reading Sri Anapoorna ON SOUTH ELEVATION,Front lit Channel letters reading Sri Anapoorna ON SOUTH ELEVATION,7318 MC NEIL DR UNIT 102,Austin,N/A,N/A,N/A,5125778941512,0,N/A,6
2025-121057 PP,2025-10-30,N/A,New 2-story 1 bedroom 1 bathroom dwelling unit with attached garage workshops pool bathroom exterior staircase and balcony.,New 2-story 1 bedroom 1 bathroom dwelling unit with attached garage workshops pool bathroom exterior staircase and balcony.,2101 PAYNE AVE BLDG 2,Austin,N/A,N/A,N/A,5126760870,0,N/A,7
2025-139177 MP,2025-10-30,N/A,Interior remodel of existing office space with access control requested.,Interior remodel of existing office space with access control requested.,301 CONGRESS AVE UNIT 700,Austin,N/A,N/A,N/A,5127894151,0,N/A,9
2025-140187 PP,2025-10-30,N/A,Replacement of an existing water heater swapping like for like tankless gas water heater,Replacement of an existing water heater swapping like for like tankless gas water heater,10400 BRIMFIELD DR,Austin,N/A,N/A,N/A,5126754420,0,N/A,6
2025-118157 BP,2025-10-30,N/A,Small fire restoration of 10 unit apartment,Small fire restoration of 10 unit apartment,2101 BURTON DR UNIT 1034,Austin,N/A,N/A,N/A,9724002115,0,N/A,3
2025-138148 PP,2025-10-30,N/A,"Tunnel under home to make repairs on sewer system. We will jackhammer a hole in the garage and tunnel approx 21 towards the master bathroom. We will remove old pipe and install new. We will hang the new pipe every 4 foot to the foundation.
The hole in the garage is an existing patch approximately 3 x 3
(also an existing access point).","Tunnel under home to make repairs on sewer system. We will jackhammer a hole in the garage and tunnel approx 21 towards the master bathroom. We will remove old pipe and install new. We will hang the new pipe every 4 foot to the foundation.
The hole in the garage is an existing patch approximately 3 x 3
(also an existing access point).",7007 BURNELL DR,Austin,N/A,N/A,N/A,5124662125,0,N/A,1
2025-139676 MP,2025-10-30,N/A,Replacement of complete existing central heat and air system with or without duct work Carl Barnes - replacing like for like 2T Gas System,Replacement of complete existing central heat and air system with or without duct work Carl Barnes - replacing like for like 2T Gas System,1505 RUTLAND DR UNIT 1,Austin,N/A,N/A,N/A,5123333000,0,N/A,4
2025-140191 PP,2025-10-30,N/A,Replacement of an existing water heater swapping out like for like gas water heater located in attic,Replacement of an existing water heater swapping out like for like gas water heater located in attic,1408 HARDOUIN AVE,Austin,N/A,N/A,N/A,5126754420,0,N/A,10
2025-139993 BP,2025-10-30,N/A,Express- Replace 8 Existing windows - size for size,Express- Replace 8 Existing windows - size for size,1818 DYWER AVE,Austin,N/A,N/A,N/A,9365259517,0,N/A,5
2025-137274 EP,2025-10-30,N/A,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office Phase I.,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office Phase I.,5301 RIATA PARK CT BLDG D,Austin,N/A,N/A,N/A,2109372100,0,N/A,6
2024-132258 MP,2025-10-29,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [4bed 4.5bath] with attached Garage.,ePlan: Residential Expedited Review - New construction of a 2-Story Single-Family Res. [4bed 4.5bath] with attached Garage.,5609 BULL CREEK RD,Austin,N/A,N/A,N/A,5129284580,0,N/A,7
2025-135696 BP,2025-10-29,N/A,Express- As part of reroofing process need to re-deck house as current decking is out of code,Express- As part of reroofing process need to re-deck house as current decking is out of code,1302 THORNRIDGE RD,Austin,N/A,N/A,N/A,6783785123,0,N/A,4
2025-123743 EP,2025-10-29,N/A,Interior remodel under 5000sqft for Animal Hospital.,Interior remodel under 5000sqft for Animal Hospital.,8820 BURNET RD UNIT 400,Austin,N/A,N/A,N/A,5129560432,0,N/A,7
2025-094954 EP,2025-10-29,N/A,Concrete Pad for Attraction for ATR-17,Concrete Pad for Attraction for ATR-17,9111 CIRCUIT OF THE AMERICAS BLVD,Austin,N/A,N/A,N/A,5122431450,0,N/A,2
2025-105346 MP,2025-10-29,N/A,New construction of 2 story SFR with 4 beds 2.5 baths with attached 3 car garage,New construction of 2 story SFR with 4 beds 2.5 baths with attached 3 car garage,6409 ORANGE BLOSSOM WAY,Austin,N/A,N/A,N/A,5122465400,0,N/A,2
2025-118925 BP,2025-10-29,N/A,Express: Replace 3 windows like for like,Express: Replace 3 windows like for like,13300 COUNCIL BLUFF DR,Austin,N/A,N/A,N/A,5128348383,0,N/A,7
2024-100574 EP,2025-10-29,N/A,2-Unit use: New construction single-family residential 2-story 4 bedroom 3.5 bath with attached 2-car garage covered front porch covered rear patio and 2nd story balcony.,2-Unit use: New construction single-family residential 2-story 4 bedroom 3.5 bath with attached 2-car garage covered front porch covered rear patio and 2nd story balcony.,3604 TOM MILLER ST,Austin,N/A,N/A,N/A,5128328900,0,N/A,9
2025-137168 EP,2025-10-29,N/A,Evans - 38-93535 Disconnect/reconnect power to tie in PV component and upgrading meter and MSP to 200 Amps. 200 amp Main Breaker,Evans - 38-93535 Disconnect/reconnect power to tie in PV component and upgrading meter and MSP to 200 Amps. 200 amp Main Breaker,6305 WAYNESBURG CV,Austin,N/A,N/A,N/A,6108745000,0,N/A,1
2025-136238 PP,2025-10-29,N/A,"Replacement of an existing water heater TANKLESS. 
C629 - PARMER VILLAGE TOWNHOME CONDO BUILDING 14 UNIT 1404","Replacement of an existing water heater TANKLESS. 
C629 - PARMER VILLAGE TOWNHOME CONDO BUILDING 14 UNIT 1404",13400 BRIARWICK DR UNIT 1404,Austin,N/A,N/A,N/A,5123813684,0,N/A,6
2025-139679 BP,2025-10-29,N/A,New pool/spa with required enclosure (heater or autofill),New pool/spa with required enclosure (heater or autofill),2101 MEADOWBROOK DR,Austin,N/A,N/A,N/A,5124020011,0,N/A,10
2025-130143 PP,2025-10-29,N/A,Replace double check valve for pond,Replace double check valve for pond,4902 TORTUGA PL,Austin,N/A,N/A,N/A,5128392476,0,N/A,10
2025-134238 PP,2025-10-29,N/A,Replacement of an existing water heater TANKLESS,Replacement of an existing water heater TANKLESS,2037 SORGHUM HILL DR,Austin,N/A,N/A,N/A,5123813684,0,N/A,1
2025-139182 BP,2025-10-29,N/A,addition and interior remodel - partial demo of exterior walls. addition to existing SF residence.,addition and interior remodel - partial demo of exterior walls. addition to existing SF residence.,2007 ARPDALE ST,Austin,N/A,N/A,N/A,9799667126,0,N/A,5
2025-113227 EP,2025-10-29,N/A,Pool - LOT 5 BLK C BROWN HERMAN ADDN NO 2 SEC 4   _   Remove portion of concrete patio (86sf).  Add 10x16 inground pool gas heat no decking (52sf coping 15sf equip pad).,Pool - LOT 5 BLK C BROWN HERMAN ADDN NO 2 SEC 4   _   Remove portion of concrete patio (86sf).  Add 10x16 inground pool gas heat no decking (52sf coping 15sf equip pad).,2900 WILLOWBRIDGE CIR,Austin,N/A,N/A,N/A,5129312570,0,N/A,10
2025-138673 PP,2025-10-29,N/A,Replacement of an existing water heater,Replacement of an existing water heater,12515 LAMPLIGHT VILLAGE AVE,Austin,N/A,N/A,N/A,5123813684,0,N/A,7
2025-138553 EP,2025-10-29,N/A,Raising Canes  RC1164 - Sign 01 - install one (1) 25 tall pole sign with lit cabient,Raising Canes  RC1164 - Sign 01 - install one (1) 25 tall pole sign with lit cabient,12901 N IH 35 SVRD NB,Austin,N/A,N/A,N/A,N/A,0,N/A,7
2025-127553 MP,2025-10-29,N/A,"Interior Remodel of Existing Office Space. No Pluming Scope and No Access Control.
Suite 210","Interior Remodel of Existing Office Space. No Pluming Scope and No Access Control.
Suite 210",9500 ARBORETUM BLVD UNIT 210,Austin,N/A,N/A,N/A,5128067500,0,N/A,10
2025-070698 EP,2025-10-29,N/A,Remodel of kitchen bathrooms replacement of windows and doors etc.,Remodel of kitchen bathrooms replacement of windows and doors etc.,12416 MALLARD LN,Austin,N/A,N/A,N/A,8305564694,1.0,N/A,6
2025-137073 EP,2025-10-29,N/A,Disconnect/reconnect to Upgrade main distribution panel,Disconnect/reconnect to Upgrade main distribution panel,1106 CRIPPLE CREEK DR,Austin,N/A,N/A,N/A,8005042337,0,N/A,4
2025-136190 PP,2025-10-29,N/A,Replacement of an existing water heater UNT 40 BLD J WESTCREEK RANCH CONDOMINIUM,Replacement of an existing water heater UNT 40 BLD J WESTCREEK RANCH CONDOMINIUM,4620 W WILLIAM CANNON DR BLDG 40-J,Austin,N/A,N/A,N/A,5123813684,0,N/A,8
2025-125373 PP,2025-10-29,N/A,Interior non-structural remodel to create a new fitness studio. No change in use or occupancy. Scope includes architectural demolition and MEP work for Suite 900,Interior non-structural remodel to create a new fitness studio. No change in use or occupancy. Scope includes architectural demolition and MEP work for Suite 900,507 PRESSLER ST UNIT 900,Austin,N/A,N/A,N/A,5122935516,0,N/A,9
2025-137449 DS,2025-10-29,N/A,"Construct new driveway approach of 43.5 FT and sidewalk of 280 LF

***Inspection paid under 2025 006349 000 00 SSI","Construct new driveway approach of 43.5 FT and sidewalk of 280 LF

***Inspection paid under 2025 006349 000 00 SSI",1125 SHADY LN,Austin,N/A,N/A,N/A,N/A,0,N/A,3
